,event,event_size,datetime,actor
334,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XN7-NGT1-2R6N-T24C.xml#insistEvent,7,27/01/2010,http://dbpedia.org/resource/Wael_Gomaa
335,http://www.theguardian.com/sport/blog/2010/jan/27/today-in-sport-27-january#shipEvent,14,27/01/2010,http://dbpedia.org/resource/Cristiano_Ronaldo
337,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#meetEvent,14,26/01/2010,http://dbpedia.org/resource/John_Hartson
338,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#goEvent,186,26/01/2010,http://dbpedia.org/resource/Jorge_Jos??_Ben??tez
339,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XMX-X1G0-YB53-224N.xml#goalEvent,12,26/01/2010,http://dbpedia.org/resource/Dane_Richards
340,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XN2-MGC1-2R4Y-T055.xml#proveEvent,7,27/01/2010,http://dbpedia.org/resource/Wayne_Rooney
341,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#getEvent,284,27/01/2010,http://dbpedia.org/resource/Sean_St_Ledger
342,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#signingEvent,5,27/01/2010,http://dbpedia.org/resource/Thomas_Rogne
343,http://www.theguardian.com/football/2010/jan/27/australia-world-cup-sepp-blatter#haveEvent,9554,27/01/2010,http://dbpedia.org/resource/Wayne_Rooney
344,http://www.theguardian.com/sport/blog/2010/jan/27/today-in-sport-27-january#actionEvent,10,27/01/2010,http://dbpedia.org/resource/Cristiano_Ronaldo
345,http://www.theguardian.com/sport/blog/2010/jan/27/today-in-sport-27-january#scoreEvent,20,27/01/2010,http://dbpedia.org/resource/Cristiano_Ronaldo
346,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XN8-C0B1-2PFT-838K.xml#broadcastEvent,16,27/01/2010,http://dbpedia.org/resource/Cristiano_Ronaldo
347,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#signEvent,13,27/01/2010,http://dbpedia.org/resource/Curtis_Davies
348,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#admitEvent,12,27/01/2010,http://dbpedia.org/resource/Thierry_Henry
349,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#bringEvent,13,27/01/2010,http://dbpedia.org/resource/Thierry_Henry
350,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#clearEvent,10,27/01/2010,http://dbpedia.org/resource/Thierry_Henry
351,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#commitEvent,12,27/01/2010,http://dbpedia.org/resource/Thierry_Henry
352,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#contractEvent,8,27/01/2010,http://dbpedia.org/resource/Thierry_Henry
353,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#deserveEvent,6,27/01/2010,http://dbpedia.org/resource/Thierry_Henry
354,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#haveEvent,256,27/01/2010,http://dbpedia.org/resource/Thierry_Henry
355,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#jackEvent,6,27/01/2010,http://dbpedia.org/resource/Thierry_Henry
356,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/27/7XSR-KPB1-2RY2-9492.xml#lieEvent,9,27/01/2010,http://dbpedia.org/resource/Thierry_Henry
358,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XMX-X1G0-YB53-224N.xml#seemEvent,5,26/01/2010,http://dbpedia.org/resource/Robinho
359,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#conductEvent,16,26/01/2010,http://dbpedia.org/resource/Craig_Fagan
360,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#lashEvent,14,26/01/2010,http://dbpedia.org/resource/Craig_Fagan
361,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#missEvent,16,26/01/2010,http://dbpedia.org/resource/Craig_Fagan
362,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#haveEvent,36,26/01/2010,http://dbpedia.org/resource/Andy_Carroll
363,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#signEvent,36,26/01/2010,http://dbpedia.org/resource/Andy_Carroll
364,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#wantEvent,75,26/01/2010,http://dbpedia.org/resource/Andy_Carroll
365,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#apaceEvent,15,26/01/2010,http://dbpedia.org/resource/Hayden_Mullins
366,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#joinEvent,18,26/01/2010,http://dbpedia.org/resource/Mido_(footballer)
367,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#flogEvent,18,26/01/2010,http://dbpedia.org/resource/Stephen_Hunt_(footballer_born_1981)
368,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#pounceEvent,15,26/01/2010,http://dbpedia.org/resource/Aruna_Dindane
369,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#sayEvent,27,26/01/2010,http://dbpedia.org/resource/Ruud_van_Nistelrooy
370,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XMX-X1G0-YB53-224N.xml#tieEvent,16,26/01/2010,http://dbpedia.org/resource/Dane_Richards
371,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#lockEvent,15,26/01/2010,http://dbpedia.org/resource/Al-Saadi_Gaddafi
372,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#setEvent,30,26/01/2010,http://dbpedia.org/resource/Roman_Pavlyuchenko
373,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#bidEvent,20,26/01/2010,http://dbpedia.org/resource/Chris_Smalling
374,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#bitEvent,10,26/01/2010,http://dbpedia.org/resource/Chris_Smalling
375,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#provideEvent,20,26/01/2010,http://dbpedia.org/resource/Chris_Smalling
376,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#signatureEvent,10,26/01/2010,http://dbpedia.org/resource/Chris_Smalling
377,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#goEvent,42,26/01/2010,http://dbpedia.org/resource/Jorge_Jos??_Ben??tez
379,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XN1-P621-2R6N-T0H2.xml#winEvent,40,26/01/2010,http://dbpedia.org/resource/Carlos_T??vez
380,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#agreeEvent,84,26/01/2010,http://dbpedia.org/resource/Chris_Smalling
381,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#reportEvent,24,26/01/2010,http://dbpedia.org/resource/Chris_Smalling
382,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#signEvent,26,26/01/2010,http://dbpedia.org/resource/Chris_Smalling
383,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#interviewEvent,14,26/01/2010,http://dbpedia.org/resource/John_Hartson
384,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#lookEvent,24,26/01/2010,http://dbpedia.org/resource/Youn??°Ïs_Kaboul
385,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XN1-P621-2R6N-T0H2.xml#equateEvent,6,26/01/2010,http://dbpedia.org/resource/Mohamed_Zidan
386,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XN1-P621-2R6N-T0H2.xml#praiseEvent,7,26/01/2010,http://dbpedia.org/resource/Mohamed_Zidan
387,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XN1-P621-2R6N-T0H2.xml#sayEvent,8,26/01/2010,http://dbpedia.org/resource/Mohamed_Zidan
388,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#payEvent,27,26/01/2010,http://dbpedia.org/resource/Mido_(footballer)
389,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XMX-X1G0-YB53-224N.xml#setEvent,10,26/01/2010,http://dbpedia.org/resource/Robinho
390,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#chargeEvent,16,26/01/2010,http://dbpedia.org/resource/Craig_Fagan
391,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#makeEvent,81,26/01/2010,http://dbpedia.org/resource/Craig_Gardner
392,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#interestEvent,24,26/01/2010,http://dbpedia.org/resource/Roman_Pavlyuchenko
393,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#offloadEvent,18,26/01/2010,http://dbpedia.org/resource/Kevin_Kilbane
394,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#competitionEvent,10,26/01/2010,http://dbpedia.org/resource/Chris_Smalling
395,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#begEvent,18,26/01/2010,http://dbpedia.org/resource/Jorge_Jos??_Ben??tez
396,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#bagEvent,24,26/01/2010,http://dbpedia.org/resource/Stefano_Okaka
397,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#slipEvent,18,26/01/2010,http://dbpedia.org/resource/Kevin_Kur??nyi
398,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XN8-9V31-2PK5-S08N.xml#likesEvent,5,26/01/2010,http://dbpedia.org/resource/Lucas_Neill
400,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/25/7XMN-2211-2PG0-H02S.xml#spokesmanEvent,5,25/01/2010,http://dbpedia.org/resource/David_Beckham
401,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/25/7XMV-37J0-YB58-K3FC.xml#tellEvent,14,25/01/2010,http://dbpedia.org/resource/Robinho
402,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/25/7XN4-2R20-YB00-H486.xml#compareEvent,8,25/01/2010,http://dbpedia.org/resource/David_Beckham
403,http://news.bbc.co.uk/sport2/hi/football/africa/8477959.stm#sayEvent,1668,25/01/2010,http://dbpedia.org/resource/Ruud_van_Nistelrooy
404,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/25/7XMN-2211-2PG0-H02S.xml#scoreEvent,10,25/01/2010,http://dbpedia.org/resource/William_Gallas
405,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/25/7XMN-2211-2PG0-H02S.xml#WAREvent,5,25/01/2010,http://dbpedia.org/resource/Carlos_T??vez
406,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/25/7XMV-37J0-YB58-K3FC.xml#strikerEvent,7,25/01/2010,http://dbpedia.org/resource/Jonathan_Reis
407,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/25/7XMV-37J0-YB58-K3FC.xml#sendEvent,9,25/01/2010,http://dbpedia.org/resource/Graham_Gartland
408,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/25/7XMN-2211-2PG0-H02S.xml#purchaseEvent,7,25/01/2010,http://dbpedia.org/resource/Sulley_Muntari
409,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#hungerEvent,21,26/01/2010,http://dbpedia.org/resource/Youn??°Ïs_Kaboul
410,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XN1-P621-2R6N-T0H2.xml#hailEvent,9,26/01/2010,http://dbpedia.org/resource/Mohamed_Zidan
411,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#signingEvent,15,26/01/2010,http://dbpedia.org/resource/Hayden_Mullins
412,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#wantEvent,75,26/01/2010,http://dbpedia.org/resource/Mido_(footballer)
413,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#joinEvent,18,26/01/2010,http://dbpedia.org/resource/Amr_Zaki
414,http://www.theguardian.com/football/2010/jan/26/football-trasnfer-rumours-huntelaar-arsenal#partnershipEvent,18,26/01/2010,http://dbpedia.org/resource/Amr_Zaki
415,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XN8-9V31-2PK5-S08N.xml#approveEvent,7,26/01/2010,http://dbpedia.org/resource/C._W._Alcock
416,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XMX-X1G0-YB53-224N.xml#defenderEvent,12,26/01/2010,http://dbpedia.org/resource/Alex_Sandro_da_Silva
417,http://www.theguardian.com/sport/blog/2010/jan/26/todaqy-in-sport-26-january#tripEvent,12,26/01/2010,http://dbpedia.org/resource/Craig_Gardner
418,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XMX-X1G0-YB53-224N.xml#defenderEvent,12,26/01/2010,http://dbpedia.org/resource/Philippe_Senderos
419,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/26/7XMX-X1G0-YB53-224N.xml#goalEvent,12,26/01/2010,http://dbpedia.org/resource/Carlos_T??vez
421,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#goalEvent,6,23/01/2010,http://dbpedia.org/resource/William_Gallas
422,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#chargeEvent,8,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
423,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#leaveEvent,9,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
424,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#quitEvent,7,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
425,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#teamEvent,160,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
426,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#caseEvent,6,23/01/2010,http://dbpedia.org/resource/Ronaldinho
427,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#dependEvent,7,23/01/2010,http://dbpedia.org/resource/Ronaldinho
428,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#fanEvent,8,23/01/2010,http://dbpedia.org/resource/Ronaldinho
429,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#hintEvent,6,23/01/2010,http://dbpedia.org/resource/Ronaldinho
430,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#hopeEvent,26,23/01/2010,http://dbpedia.org/resource/Ronaldinho
431,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#knowEvent,9,23/01/2010,http://dbpedia.org/resource/Ronaldinho
432,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#scoreEvent,10,23/01/2010,http://dbpedia.org/resource/Ronaldinho
433,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#skipEvent,5,23/01/2010,http://dbpedia.org/resource/Ronaldinho
434,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#summonEvent,7,23/01/2010,http://dbpedia.org/resource/Ronaldinho
435,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#takeEvent,12,23/01/2010,http://dbpedia.org/resource/Ronaldinho
436,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#tallyEvent,7,23/01/2010,http://dbpedia.org/resource/Ronaldinho
437,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#timeEvent,8,23/01/2010,http://dbpedia.org/resource/Ronaldinho
438,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#watchEvent,9,23/01/2010,http://dbpedia.org/resource/Ronaldinho
439,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#winEvent,10,23/01/2010,http://dbpedia.org/resource/Ronaldinho
440,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/25/7XMN-2211-2PG0-H02S.xml#nicknameEvent,8,25/01/2010,http://dbpedia.org/resource/David_Beckham
442,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#approachEvent,5,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
443,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#forgiveEvent,10,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
444,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#powerEvent,38,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
445,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#sayEvent,87,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
446,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM6-5BC1-2RP6-W2F8.xml#getEvent,9,23/01/2010,http://dbpedia.org/resource/Katlego_Mphela
447,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM6-5BC1-2RP6-W2F8.xml#wantEvent,252,23/01/2010,http://dbpedia.org/resource/Ronaldinho
448,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#criticiseEvent,6,23/01/2010,http://dbpedia.org/resource/Ronaldinho
449,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#differenceEvent,5,23/01/2010,http://dbpedia.org/resource/Ronaldinho
450,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#formEvent,12,23/01/2010,http://dbpedia.org/resource/Ronaldinho
451,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#haveEvent,12,23/01/2010,http://dbpedia.org/resource/Ronaldinho
452,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#putEvent,6,23/01/2010,http://dbpedia.org/resource/Ronaldinho
453,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#returnEvent,13,23/01/2010,http://dbpedia.org/resource/Ronaldinho
454,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#reviveEvent,7,23/01/2010,http://dbpedia.org/resource/Ronaldinho
455,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#seeEvent,11,23/01/2010,http://dbpedia.org/resource/Ronaldinho
456,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#showingEvent,6,23/01/2010,http://dbpedia.org/resource/Ronaldinho
457,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#veEvent,6,23/01/2010,http://dbpedia.org/resource/Ronaldinho
458,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XKN-58D1-2R4T-04RG.xml#likesEvent,5,23/01/2010,http://dbpedia.org/resource/David_Beckham
459,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMD-F1R0-Y9KS-T2HJ.xml#leadEvent,9,23/01/2010,http://dbpedia.org/resource/Jerry_Palacios
460,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMD-F1R0-Y9KS-T2HJ.xml#setupEvent,5,23/01/2010,http://dbpedia.org/resource/Jerry_Palacios
461,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMD-F1R0-Y9KS-T2HJ.xml#tallyEvent,10,23/01/2010,http://dbpedia.org/resource/Jerry_Palacios
463,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#jobEvent,6,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
464,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#setEvent,10,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
465,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#takeEvent,54,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
466,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM6-5BC1-2RP6-W2F5.xml#makeEvent,78,23/01/2010,http://dbpedia.org/resource/Ronaldinho
467,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#callEvent,14,23/01/2010,http://dbpedia.org/resource/Ronaldinho
468,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#callsEvent,5,23/01/2010,http://dbpedia.org/resource/Ronaldinho
469,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#chanceEvent,8,23/01/2010,http://dbpedia.org/resource/Ronaldinho
470,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#decideEvent,7,23/01/2010,http://dbpedia.org/resource/Ronaldinho
471,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#getEvent,5,23/01/2010,http://dbpedia.org/resource/Ronaldinho
472,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#makeEvent,21,23/01/2010,http://dbpedia.org/resource/Ronaldinho
473,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#playEvent,11,23/01/2010,http://dbpedia.org/resource/Ronaldinho
474,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#regainEvent,7,23/01/2010,http://dbpedia.org/resource/Ronaldinho
475,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#sayEvent,18,23/01/2010,http://dbpedia.org/resource/Ronaldinho
476,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#supportEvent,8,23/01/2010,http://dbpedia.org/resource/Ronaldinho
477,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XM7-0300-YBXP-90TP.xml#surveyEvent,9,23/01/2010,http://dbpedia.org/resource/Ronaldinho
478,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XXR-XCR1-2NYX-N2JX.xml#listenEvent,8,23/01/2010,http://dbpedia.org/resource/Emmanuel_Adebayor
479,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XXR-XCR1-2NYX-N2JX.xml#bankEvent,7,23/01/2010,http://dbpedia.org/resource/Samuel_Eto'o
480,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XXR-XCR1-2NYX-N2JX.xml#ignominyEvent,5,23/01/2010,http://dbpedia.org/resource/Samuel_Eto'o
481,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMD-F1R0-Y9KS-T2HJ.xml#headEvent,9,23/01/2010,http://dbpedia.org/resource/Clarence_Goodson
482,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMC-SJF1-2R6N-T4RM.xml#HENRYEvent,5,23/01/2010,http://dbpedia.org/resource/Thierry_Henry
484,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM7-F1G1-2SPD-9065.xml#playEvent,17,22/01/2010,http://dbpedia.org/resource/Ronaldinho
485,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM7-F1G1-2SPD-9065.xml#regainEvent,7,22/01/2010,http://dbpedia.org/resource/Ronaldinho
486,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM7-F1G1-2SPD-9065.xml#reinvigorateEvent,5,22/01/2010,http://dbpedia.org/resource/Ronaldinho
487,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM7-F1G1-2SPD-9065.xml#returnEvent,15,22/01/2010,http://dbpedia.org/resource/Ronaldinho
488,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM7-F1G1-2SPD-9065.xml#revampEvent,8,22/01/2010,http://dbpedia.org/resource/Ronaldinho
489,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM7-F1G1-2SPD-9065.xml#reviveEvent,7,22/01/2010,http://dbpedia.org/resource/Ronaldinho
490,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM7-F1G1-2SPD-9065.xml#selectEvent,9,22/01/2010,http://dbpedia.org/resource/Ronaldinho
491,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM7-F1G1-2SPD-9065.xml#supportEvent,8,22/01/2010,http://dbpedia.org/resource/Ronaldinho
492,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM7-F1G1-2SPD-9065.xml#tryEvent,8,22/01/2010,http://dbpedia.org/resource/Ronaldinho
493,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM7-F1G1-2SPD-9065.xml#fightEvent,9,22/01/2010,http://dbpedia.org/resource/Ramires
494,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM6-FVN1-2SFB-53FK.xml#confirmEvent,14,22/01/2010,http://dbpedia.org/resource/Jermaine_Beckford
495,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM6-FVN1-2SFB-53FK.xml#scoreEvent,18,22/01/2010,http://dbpedia.org/resource/Jermaine_Beckford
496,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM6-FVN1-2SFB-53FK.xml#strikerEvent,20,22/01/2010,http://dbpedia.org/resource/Jermaine_Beckford
497,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/22/7XM6-FVN1-2SFB-53FK.xml#attackEvent,24,22/01/2010,http://dbpedia.org/resource/Mirko_Vu?çini??
498,http://www.newsreader-project.eu/LNdata/hackathon/2010/01/23/7XMD-F1R0-Y9KS-T2HJ.xml#doveEvent,5,23/01/2010,http://dbpedia.org/resource/Troy_Perkins
